PID,B(Lat),L(Long),H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
10495,0,0,0.523,-70.838,-64.091,0,0,0,0
10496,0,0,0.524,-70.736,-65.096,0,0,0,0
10497,0,0,0.524,-70.634,-66.101,0,0,0,0
10498,0,0,0.525,-70.532,-67.106,0,0,0,0
10499,0,0,0.525,-70.43,-68.111,0,0,0,0
10500,0,0,0.525,-70.329,-69.116,0,0,0,0
10501,0,0,0.526,-70.227,-70.121,0,0,0,0
10502,0,0,0.526,-70.125,-71.126,0,0,0,0
10503,0,0,0.526,-70.023,-72.13,0,0,0,0
10504,0,0,0.527,-69.921,-73.135,0,0,0,0
10505,0,0,0.527,-69.82,-74.14,0,0,0,0
10506,0,0,0.528,-69.718,-75.145,0,0,0,0
10507,0,0,0.528,-69.616,-76.15,0,0,0,0
10508,0,0,0.528,-69.514,-77.155,0,0,0,0
10509,0,0,0.529,-69.412,-78.16,0,0,0,0
10510,0,0,0.529,-69.311,-79.165,0,0,0,0
10511,0,0,0.529,-69.209,-80.17,0,0,0,0
10512,0,0,0.53,-69.107,-81.175,0,0,0,0
10513,0,0,0.53,-69.005,-82.18,0,0,0,0
10514,0,0,0.531,-68.904,-83.185,0,0,0,0
10515,0,0,0.528,-68.833,-84.257,0,0,0,0
10516,0,0,0.542,-68.753,-85.386,0,0,0,0
10517,0,0,0.557,-68.676,-86.495,0,0,0,0
10518,0,0,0.522,-68.632,-87.606,0,0,0,0
10519,0,0,0.526,-68.632,-88.606,0,0,0,0
10520,0,0,0.53,-68.631,-89.606,0,0,0,0
10521,0,0,0.535,-68.63,-90.607,0,0,0,0
10522,0,0,0.539,-68.629,-91.608,0,0,0,0
10523,0,0,0.544,-68.628,-92.608,0,0,0,0
10524,0,0,0.549,-68.628,-93.609,0,0,0,0
10525,0,0,0.553,-68.627,-94.61,0,0,0,0
10526,0,0,0.558,-68.626,-95.61,0,0,0,0
10527,0,0,0.563,-68.625,-96.611,0,0,0,0
10528,0,0,0.567,-68.624,-97.612,0,0,0,0
10529,0,0,0.572,-68.624,-98.613,0,0,0,0
10530,0,0,0.577,-68.623,-99.613,0,0,0,0
10531,0,0,0.581,-68.622,-100.614,0,0,0,0
10532,0,0,0.586,-68.621,-101.615,0,0,0,0
10533,0,0,0.591,-68.621,-102.615,0,0,0,0
10534,0,0,0.595,-68.62,-103.616,0,0,0,0
10535,0,0,0.6,-68.619,-104.617,0,0,0,0
10536,0,0,0.605,-68.618,-105.617,0,0,0,0
10537,0,0,0.609,-68.617,-106.618,0,0,0,0
10538,0,0,0.614,-68.617,-107.619,0,0,0,0
10539,0,0,0.619,-68.616,-108.62,0,0,0,0
10540,0,0,0.623,-68.615,-109.62,0,0,0,0
10541,0,0,0.628,-68.614,-110.621,0,0,0,0
10542,0,0,0.633,-68.614,-111.622,0,0,0,0
10543,0,0,0.637,-68.613,-112.622,0,0,0,0
10544,0,0,0.642,-68.612,-113.623,0,0,0,0
10545,0,0,0.647,-68.611,-114.624,0,0,0,0
10546,0,0,0.651,-68.61,-115.624,0,0,0,0
10547,0,0,0.656,-68.61,-116.625,0,0,0,0
10548,0,0,0.661,-68.609,-117.626,0,0,0,0
10549,0,0,0.665,-68.608,-118.627,0,0,0,0
10550,0,0,0.67,-68.607,-119.627,0,0,0,0
10551,0,0,0.675,-68.606,-120.628,0,0,0,0
10552,0,0,0.679,-68.606,-121.629,0,0,0,0
10553,0,0,0.684,-68.605,-122.629,0,0,0,0
10554,0,0,0.689,-68.604,-123.63,0,0,0,0
10555,0,0,0.693,-68.603,-124.631,0,0,0,0
10556,0,0,0.698,-68.603,-125.631,0,0,0,0
10557,0,0,0.703,-68.602,-126.632,0,0,0,0
10558,0,0,0.707,-68.601,-127.633,0,0,0,0
10559,0,0,0.712,-68.6,-128.634,0,0,0,0
10560,0,0,0.717,-68.599,-129.634,0,0,0,0
10561,0,0,0.721,-68.599,-130.635,0,0,0,0
10562,0,0,0.726,-68.598,-131.636,0,0,0,0
10563,0,0,0.731,-68.597,-132.636,0,0,0,0
10564,0,0,0.735,-68.596,-133.637,0,0,0,0
10565,0,0,0.74,-68.596,-134.638,0,0,0,0
10566,0,0,0.745,-68.595,-135.638,0,0,0,0
10567,0,0,0.749,-68.594,-136.639,0,0,0,0
10568,0,0,0.754,-68.593,-137.64,0,0,0,0
10569,0,0,0.758,-68.592,-138.641,0,0,0,0
10570,0,0,0.763,-68.592,-139.641,0,0,0,0
10571,0,0,0.768,-68.591,-140.642,0,0,0,0
10572,0,0,0.772,-68.59,-141.643,0,0,0,0
10573,0,0,0.777,-68.589,-142.643,0,0,0,0
10574,0,0,0.782,-68.588,-143.644,0,0,0,0
10575,0,0,0.786,-68.588,-144.645,0,0,0,0
10576,0,0,0.791,-68.587,-145.645,0,0,0,0
10577,0,0,0.796,-68.586,-146.646,0,0,0,0
10578,0,0,0.8,-68.585,-147.647,0,0,0,0
10579,0,0,0.805,-68.585,-148.648,0,0,0,0
10580,0,0,0.81,-68.584,-149.648,0,0,0,0
10581,0,0,0.814,-68.583,-150.649,0,0,0,0
10582,0,0,0.819,-68.582,-151.65,0,0,0,0
10583,0,0,0.824,-68.581,-152.65,0,0,0,0
10584,0,0,0.828,-68.581,-153.651,0,0,0,0
10585,0,0,0.833,-68.58,-154.652,0,0,0,0
10586,0,0,0.838,-68.579,-155.652,0,0,0,0
10587,0,0,0.842,-68.578,-156.653,0,0,0,0
10588,0,0,0.847,-68.578,-157.654,0,0,0,0
10589,0,0,0.852,-68.577,-158.655,0,0,0,0
10590,0,0,0.856,-68.576,-159.655,0,0,0,0
10591,0,0,0.861,-68.575,-160.656,0,0,0,0
10592,0,0,0.866,-68.574,-161.657,0,0,0,0
10593,0,0,0.87,-68.574,-162.657,0,0,0,0
10594,0,0,0.875,-68.573,-163.658,0,0,0,0
10595,0,0,0.88,-68.572,-164.659,0,0,0,0
10596,0,0,0.884,-68.571,-165.659,0,0,0,0
10597,0,0,0.889,-68.57,-166.66,0,0,0,0
10598,0,0,0.894,-68.57,-167.661,0,0,0,0
10599,0,0,0.898,-68.569,-168.662,0,0,0,0
10600,0,0,0.903,-68.568,-169.662,0,0,0,0
10601,0,0,0.908,-68.567,-170.663,0,0,0,0
10602,0,0,0.912,-68.567,-171.664,0,0,0,0
10603,0,0,0.917,-68.566,-172.664,0,0,0,0
10604,0,0,0.922,-68.565,-173.665,0,0,0,0
10605,0,0,0.926,-68.564,-174.666,0,0,0,0
10606,0,0,0.931,-68.563,-175.666,0,0,0,0
10607,0,0,0.936,-68.563,-176.667,0,0,0,0
10608,0,0,0.94,-68.562,-177.668,0,0,0,0
10609,0,0,0.945,-68.561,-178.669,0,0,0,0
10610,0,0,0.95,-68.56,-179.669,0,0,0,0
10611,0,0,0.954,-68.56,-180.67,0,0,0,0
10612,0,0,0.959,-68.559,-181.671,0,0,0,0
10613,0,0,0.964,-68.558,-182.671,0,0,0,0
10614,0,0,0.968,-68.557,-183.672,0,0,0,0
10615,0,0,0.973,-68.556,-184.673,0,0,0,0
10616,0,0,0.978,-68.556,-185.673,0,0,0,0
10617,0,0,0.982,-68.555,-186.674,0,0,0,0
10618,0,0,0.987,-68.554,-187.675,0,0,0,0
10619,0,0,0.991,-68.553,-188.676,0,0,0,0
10620,0,0,0.996,-68.552,-189.676,0,0,0,0
10621,0,0,1.001,-68.552,-190.677,0,0,0,0
10622,0,0,1.005,-68.551,-191.678,0,0,0,0
10623,0,0,1.01,-68.55,-192.678,0,0,0,0
10624,0,0,1.015,-68.549,-193.679,0,0,0,0
10625,0,0,1.019,-68.549,-194.68,0,0,0,0
10626,0,0,1.024,-68.548,-195.68,0,0,0,0
10627,0,0,1.029,-68.547,-196.681,0,0,0,0
10628,0,0,1.033,-68.546,-197.682,0,0,0,0
10629,0,0,1.038,-68.545,-198.683,0,0,0,0
10630,0,0,1.043,-68.545,-199.683,0,0,0,0
10631,0,0,1.047,-68.544,-200.684,0,0,0,0
10632,0,0,1.052,-68.543,-201.685,0,0,0,0
10633,0,0,1.057,-68.542,-202.685,0,0,0,0
10634,0,0,1.061,-68.542,-203.686,0,0,0,0
10635,0,0,1.066,-68.541,-204.687,0,0,0,0
10636,0,0,1.071,-68.54,-205.687,0,0,0,0
10637,0,0,1.075,-68.539,-206.688,0,0,0,0
10638,0,0,1.08,-68.538,-207.689,0,0,0,0
10639,0,0,1.085,-68.538,-208.69,0,0,0,0
10640,0,0,1.089,-68.537,-209.69,0,0,0,0
10641,0,0,1.094,-68.536,-210.691,0,0,0,0
10642,0,0,1.099,-68.535,-211.692,0,0,0,0
10643,0,0,1.103,-68.534,-212.692,0,0,0,0
10644,0,0,1.108,-68.534,-213.693,0,0,0,0
10645,0,0,1.113,-68.533,-214.694,0,0,0,0
10646,0,0,1.117,-68.532,-215.694,0,0,0,0
10647,0,0,1.122,-68.531,-216.695,0,0,0,0
10648,0,0,1.127,-68.531,-217.696,0,0,0,0
10649,0,0,1.131,-68.53,-218.697,0,0,0,0
10650,0,0,1.136,-68.529,-219.697,0,0,0,0
10651,0,0,1.141,-68.528,-220.698,0,0,0,0
10652,0,0,1.145,-68.527,-221.699,0,0,0,0
10653,0,0,1.15,-68.527,-222.699,0,0,0,0
10654,0,0,1.155,-68.526,-223.7,0,0,0,0
10655,0,0,1.159,-68.525,-224.701,0,0,0,0
10656,0,0,1.164,-68.524,-225.701,0,0,0,0
10657,0,0,1.169,-68.524,-226.702,0,0,0,0
10658,0,0,1.173,-68.523,-227.703,0,0,0,0
10659,0,0,1.178,-68.522,-228.704,0,0,0,0
10660,0,0,1.183,-68.521,-229.704,0,0,0,0
10661,0,0,1.187,-68.52,-230.705,0,0,0,0
10662,0,0,1.192,-68.52,-231.706,0,0,0,0
10663,0,0,1.197,-68.519,-232.706,0,0,0,0
10664,0,0,1.201,-68.518,-233.707,0,0,0,0
10665,0,0,1.206,-68.517,-234.708,0,0,0,0
10666,0,0,1.211,-68.517,-235.709,0,0,0,0
10667,0,0,1.28,-69.0,-250.0,0,0,0,0
10668,0,0,1.29,-69.036,-251.007,0,0,0,0
10669,0,0,1.301,-69.072,-252.014,0,0,0,0
10670,0,0,1.312,-69.108,-253.022,0,0,0,0
10671,0,0,1.323,-69.144,-254.029,0,0,0,0
10672,0,0,1.334,-69.18,-255.036,0,0,0,0
10673,0,0,1.345,-69.216,-256.044,0,0,0,0
10674,0,0,1.356,-69.253,-257.051,0,0,0,0
10675,0,0,1.366,-69.289,-258.059,0,0,0,0
10676,0,0,1.377,-69.325,-259.066,0,0,0,0
10677,0,0,1.388,-69.361,-260.073,0,0,0,0
10678,0,0,1.399,-69.397,-261.081,0,0,0,0
10679,0,0,1.41,-69.433,-262.088,0,0,0,0
10680,0,0,1.421,-69.469,-263.095,0,0,0,0
10681,0,0,1.432,-69.506,-264.103,0,0,0,0
10682,0,0,1.442,-69.542,-265.11,0,0,0,0
10683,0,0,1.453,-69.578,-266.118,0,0,0,0
10684,0,0,1.464,-69.614,-267.125,0,0,0,0
10685,0,0,1.475,-69.65,-268.132,0,0,0,0
10686,0,0,1.486,-69.686,-269.14,0,0,0,0
10687,0,0,1.497,-69.722,-270.147,0,0,0,0
10688,0,0,1.508,-69.759,-271.155,0,0,0,0
10689,0,0,1.518,-69.795,-272.162,0,0,0,0
10690,0,0,1.529,-69.831,-273.169,0,0,0,0
10691,0,0,1.54,-69.867,-274.177,0,0,0,0
10692,0,0,1.551,-69.903,-275.184,0,0,0,0
10693,0,0,1.562,-69.939,-276.191,0,0,0,0
10694,0,0,1.573,-69.975,-277.199,0,0,0,0
10695,0,0,1.584,-70.012,-278.206,0,0,0,0
10696,0,0,1.594,-70.048,-279.214,0,0,0,0
10697,0,0,1.605,-70.084,-280.221,0,0,0,0
10698,0,0,1.616,-70.12,-281.228,0,0,0,0
10699,0,0,1.627,-70.156,-282.236,0,0,0,0
10700,0,0,1.638,-70.192,-283.243,0,0,0,0
10701,0,0,1.649,-70.228,-284.25,0,0,0,0
10702,0,0,1.66,-70.265,-285.258,0,0,0,0
10703,0,0,1.67,-70.301,-286.265,0,0,0,0
10704,0,0,1.681,-70.337,-287.273,0,0,0,0
10705,0,0,1.692,-70.373,-288.28,0,0,0,0
10706,0,0,1.703,-70.409,-289.287,0,0,0,0
10707,0,0,1.714,-70.445,-290.295,0,0,0,0
10708,0,0,1.725,-70.481,-291.302,0,0,0,0
10709,0,0,1.736,-70.518,-292.31,0,0,0,0
10710,0,0,1.746,-70.554,-293.317,0,0,0,0
10711,0,0,1.757,-70.59,-294.324,0,0,0,0
10712,0,0,1.768,-70.626,-295.332,0,0,0,0
10713,0,0,1.779,-70.662,-296.339,0,0,0,0
10714,0,0,1.79,-70.698,-297.346,0,0,0,0
10715,0,0,1.801,-70.734,-298.354,0,0,0,0
10716,0,0,1.812,-70.771,-299.361,0,0,0,0
10717,0,0,1.822,-70.807,-300.369,0,0,0,0
10718,0,0,1.833,-70.843,-301.376,0,0,0,0
10719,0,0,1.844,-70.879,-302.383,0,0,0,0
10720,0,0,1.855,-70.915,-303.391,0,0,0,0
10721,0,0,1.866,-70.951,-304.398,0,0,0,0
10722,0,0,1.877,-70.987,-305.405,0,0,0,0
10723,0,0,1.888,-71.024,-306.413,0,0,0,0
10724,0,0,1.898,-71.06,-307.42,0,0,0,0
10725,0,0,1.909,-71.096,-308.428,0,0,0,0
10726,0,0,1.92,-71.132,-309.435,0,0,0,0
10727,0,0,1.931,-71.168,-310.442,0,0,0,0
10728,0,0,1.942,-71.204,-311.45,0,0,0,0
10729,0,0,1.953,-71.24,-312.457,0,0,0,0
10730,0,0,1.964,-71.277,-313.465,0,0,0,0
10731,0,0,1.952,-71.354,-314.453,0,0,0,0
10732,0,0,2.031,-71.627,-317.487,0,0,0,0
10733,0,0,1.966,-71.786,-318.678,0,0,0,0
10734,0,0,2.052,-71.945,-320.168,0,0,0,0
10735,0,0,2.119,-72.503,-323.543,0,0,0,0
10736,0,0,2.117,-72.772,-324.882,0,0,0,0
10737,0,0,2.185,-73.524,-328.08,0,0,0,0
10738,0,0,2.236,-74.202,-330.496,0,0,0,0
10739,0,0,2.243,-74.542,-331.592,0,0,0,0
10740,0,0,2.259,-74.872,-332.678,0,0,0,0
10741,0,0,2.352,-76.434,-336.701,0,0,0,0
10742,0,0,2.404,-77.239,-338.497,0,0,0,0
10743,0,0,2.422,-77.862,-339.785,0,0,0,0
10744,0,0,2.505,-80.24,-344.253,0,0,0,0
10745,0,0,2.579,-81.952,-347.25,0,0,0,0
10746,0,0,2.575,-82.638,-348.362,0,0,0,0
10747,0,0,2.653,-84.708,-351.592,0,0,0,0
10748,0,0,2.685,-86.153,-353.686,0,0,0,0
10749,0,0,2.762,-89.736,-358.245,0,0,0,0
10750,0,0,2.809,-92.313,-361.161,0,0,0,0
10751,0,0,2.839,-94.167,-363.069,0,0,0,0
10752,0,0,2.929,-97.644,-366.428,0,0,0,0
10753,0,0,2.983,-100.285,-368.713,0,0,0,0
10754,0,0,3.036,-103.85,-371.501,0,0,0,0
10755,0,0,3.123,-107.996,-374.463,0,0,0,0
10756,0,0,3.179,-110.718,-376.183,0,0,0,0
10757,0,0,3.242,-115.167,-378.687,0,0,0,0
10758,0,0,3.295,-118.127,-380.108,0,0,0,0
10759,0,0,3.307,-119.067,-380.47,0,0,0,0
10760,0,0,3.319,-120.007,-380.832,0,0,0,0
10761,0,0,3.331,-120.948,-381.195,0,0,0,0
10762,0,0,3.343,-121.889,-381.558,0,0,0,0
10763,0,0,3.356,-122.829,-381.921,0,0,0,0
10764,0,0,3.368,-123.77,-382.283,0,0,0,0
10765,0,0,3.38,-124.711,-382.646,0,0,0,0
10766,0,0,3.392,-125.652,-383.009,0,0,0,0
10767,0,0,3.405,-126.592,-383.372,0,0,0,0
10768,0,0,3.417,-127.533,-383.735,0,0,0,0
10769,0,0,3.429,-128.474,-384.097,0,0,0,0
10770,0,0,3.442,-129.414,-384.46,0,0,0,0
10771,0,0,3.454,-130.355,-384.823,0,0,0,0
10772,0,0,3.466,-131.296,-385.186,0,0,0,0
10773,0,0,3.478,-132.237,-385.548,0,0,0,0
10774,0,0,3.491,-133.177,-385.911,0,0,0,0
10775,0,0,3.503,-134.118,-386.274,0,0,0,0
10776,0,0,3.515,-135.059,-386.637,0,0,0,0
10777,0,0,3.528,-136.0,-387.0,0,0,0,0
10778,0,0,3.575,-140.0,-389.0,0,0,0,0
10779,0,0,3.644,-144.0,-391.0,0,0,0,0
10780,0,0,3.741,-148.0,-394.0,0,0,0,0
10781,0,0,3.813,-153.0,-398.0,0,0,0,0
10782,0,0,3.903,-156.0,-401.0,0,0,0,0
10783,0,0,3.978,-159.0,-405.0,0,0,0,0
10784,0,0,4.108,-162.0,-409.0,0,0,0,0
10785,0,0,4.205,-166.0,-417.0,0,0,0,0
10786,0,0,4.243,-168.0,-422.0,0,0,0,0
10787,0,0,4.296,-169.0,-425.0,0,0,0,0
10788,0,0,4.382,-170.0,-430.0,0,0,0,0
10789,0,0,4.513,-171.0,-439.0,0,0,0,0
10790,0,0,4.618,-171.0,-447.0,0,0,0,0
10791,0,0,4.618,-171.001,-448.015,0,0,0,0
10792,0,0,4.619,-171.003,-449.031,0,0,0,0
10793,0,0,4.62,-171.005,-450.047,0,0,0,0
10794,0,0,4.621,-171.006,-451.063,0,0,0,0
10795,0,0,4.622,-171.008,-452.079,0,0,0,0
10796,0,0,4.623,-171.01,-453.095,0,0,0,0
10797,0,0,4.624,-171.012,-454.111,0,0,0,0
10798,0,0,4.624,-171.013,-455.126,0,0,0,0
10799,0,0,4.625,-171.015,-456.142,0,0,0,0
10800,0,0,4.626,-171.017,-457.158,0,0,0,0
10801,0,0,4.627,-171.018,-458.174,0,0,0,0
10802,0,0,4.628,-171.02,-459.19,0,0,0,0
10803,0,0,4.629,-171.022,-460.206,0,0,0,0
10804,0,0,4.63,-171.024,-461.222,0,0,0,0
10805,0,0,4.642,-171.001,-462.415,0,0,0,0
10806,0,0,4.669,-171.003,-463.61,0,0,0,0
10807,0,0,4.672,-171.0,-464.816,0,0,0,0
10808,0,0,4.718,-170.991,-466.025,0,0,0,0
10809,0,0,4.722,-170.999,-467.227,0,0,0,0
10810,0,0,4.742,-170.991,-468.418,0,0,0,0
10811,0,0,4.761,-170.95,-469.659,0,0,0,0
10812,0,0,4.792,-170.935,-470.901,0,0,0,0
10813,0,0,4.794,-170.93,-472.117,0,0,0,0
10814,0,0,4.807,-170.937,-473.394,0,0,0,0
10815,0,0,4.834,-170.913,-474.643,0,0,0,0
10816,0,0,4.851,-170.908,-475.896,0,0,0,0
10817,0,0,4.873,-170.898,-477.114,0,0,0,0
10818,0,0,4.893,-170.889,-478.299,0,0,0,0
10819,0,0,4.917,-170.891,-479.558,0,0,0,0
10820,0,0,4.942,-170.878,-480.832,0,0,0,0
10821,0,0,4.958,-170.85,-482.05,0,0,0,0
10822,0,0,4.976,-170.881,-483.289,0,0,0,0
10823,0,0,4.999,-170.852,-484.504,0,0,0,0
10824,0,0,5.032,-170.825,-485.692,0,0,0,0
10825,0,0,5.05,-170.841,-486.942,0,0,0,0
10826,0,0,5.085,-170.844,-488.077,0,0,0,0
10827,0,0,5.107,-170.824,-489.324,0,0,0,0
10828,0,0,5.099,-170.78,-490.544,0,0,0,0
10829,0,0,5.142,-170.787,-491.753,0,0,0,0
10830,0,0,5.161,-170.773,-492.929,0,0,0,0
10831,0,0,5.18,-170.722,-494.116,0,0,0,0
10832,0,0,5.214,-170.705,-495.321,0,0,0,0
10833,0,0,5.234,-170.692,-496.518,0,0,0,0
10834,0,0,5.247,-170.713,-497.722,0,0,0,0
10835,0,0,5.285,-170.684,-498.9,0,0,0,0
10836,0,0,5.3,-170.679,-500.031,0,0,0,0
10837,0,0,5.334,-170.64,-501.117,0,0,0,0
10838,0,0,5.358,-170.639,-502.212,0,0,0,0
10839,0,0,5.384,-170.628,-503.347,0,0,0,0
10840,0,0,5.374,-170.588,-504.413,0,0,0,0
10841,0,0,5.402,-170.586,-505.43,0,0,0,0
10842,0,0,5.457,-170.571,-506.896,0,0,0,0
10843,0,0,5.519,-170.456,-508.286,0,0,0,0
10844,0,0,5.473,-170.282,-509.63,0,0,0,0
10845,0,0,5.51,-170.101,-510.914,0,0,0,0
10846,0,0,5.549,-169.832,-512.054,0,0,0,0
10847,0,0,5.563,-169.515,-513.167,0,0,0,0
10848,0,0,5.61,-169.149,-514.192,0,0,0,0
10849,0,0,5.646,-168.737,-515.104,0,0,0,0
10850,0,0,5.667,-168.162,-516.178,0,0,0,0
10851,0,0,5.672,-167.579,-517.179,0,0,0,0
10852,0,0,5.672,-167.016,-518.039,0,0,0,0
10853,0,0,5.682,-166.359,-518.792,0,0,0,0
10854,0,0,5.69,-165.562,-519.714,0,0,0,0
10855,0,0,5.694,-164.753,-520.58,0,0,0,0
10856,0,0,5.702,-163.963,-521.419,0,0,0,0
10857,0,0,5.714,-163.316,-522.169,0,0,0,0
10858,0,0,5.726,-162.598,-522.874,0,0,0,0
10859,0,0,5.732,-161.858,-523.606,0,0,0,0
10860,0,0,5.745,-161.083,-524.441,0,0,0,0
10861,0,0,5.752,-160.282,-525.352,0,0,0,0
10862,0,0,5.762,-159.423,-526.174,0,0,0,0
10863,0,0,5.764,-158.601,-527.035,0,0,0,0
10864,0,0,5.772,-157.794,-527.862,0,0,0,0
10865,0,0,5.775,-156.98,-528.718,0,0,0,0
10866,0,0,5.792,-156.174,-529.51,0,0,0,0
10867,0,0,5.783,-155.394,-530.274,0,0,0,0
10868,0,0,5.795,-154.593,-530.858,0,0,0,0
10869,0,0,5.814,-153.646,-531.602,0,0,0,0
10870,0,0,5.798,-152.672,-532.234,0,0,0,0
10871,0,0,5.812,-151.658,-532.777,0,0,0,0
10872,0,0,5.8,-150.583,-533.179,0,0,0,0
10873,0,0,5.785,-149.465,-533.524,0,0,0,0
10874,0,0,5.771,-148.438,-533.74,0,0,0,0
10875,0,0,5.767,-147.343,-534.0,0,0,0,0
10876,0,0,5.76,-146.221,-534.181,0,0,0,0
10877,0,0,5.759,-145.065,-534.381,0,0,0,0
10878,0,0,5.754,-144.06,-534.47,0,0,0,0
10879,0,0,5.749,-143.055,-534.56,0,0,0,0
10880,0,0,5.744,-142.051,-534.65,0,0,0,0
10881,0,0,5.74,-141.046,-534.74,0,0,0,0
10882,0,0,5.735,-140.042,-534.829,0,0,0,0
10883,0,0,5.712,-139.009,-534.926,0,0,0,0
10884,0,0,5.701,-137.91,-535.009,0,0,0,0
10885,0,0,5.7,-136.835,-535.115,0,0,0,0
10886,0,0,5.682,-135.725,-535.193,0,0,0,0
10887,0,0,5.667,-134.626,-535.259,0,0,0,0
10888,0,0,5.666,-133.504,-535.343,0,0,0,0
10889,0,0,5.64,-132.352,-535.481,0,0,0,0
10890,0,0,5.631,-131.249,-535.52,0,0,0,0
10891,0,0,5.62,-130.08,-535.587,0,0,0,0
10892,0,0,5.603,-128.955,-535.63,0,0,0,0
10893,0,0,5.586,-127.731,-535.74,0,0,0,0
10894,0,0,5.594,-126.561,-535.799,0,0,0,0
10895,0,0,5.584,-125.269,-535.903,0,0,0,0
10896,0,0,5.552,-123.978,-535.955,0,0,0,0
10897,0,0,5.543,-122.733,-536.023,0,0,0,0
10898,0,0,5.511,-121.438,-536.121,0,0,0,0
10899,0,0,5.519,-120.159,-536.191,0,0,0,0
10900,0,0,5.523,-118.811,-536.289,0,0,0,0
10901,0,0,5.49,-117.475,-536.367,0,0,0,0
10902,0,0,5.473,-116.051,-536.422,0,0,0,0
10903,0,0,5.478,-114.791,-536.541,0,0,0,0
10904,0,0,5.458,-113.479,-536.621,0,0,0,0
10905,0,0,5.452,-112.129,-536.706,0,0,0,0
10906,0,0,5.421,-110.807,-536.839,0,0,0,0
10907,0,0,5.428,-109.466,-536.846,0,0,0,0
10908,0,0,5.441,-108.101,-536.967,0,0,0,0
10909,0,0,5.416,-106.782,-537.022,0,0,0,0
10910,0,0,5.369,-105.401,-537.165,0,0,0,0
10911,0,0,5.375,-103.987,-537.219,0,0,0,0
10912,0,0,5.39,-102.522,-537.35,0,0,0,0
10913,0,0,5.358,-101.147,-537.441,0,0,0,0
10914,0,0,5.423,-99.729,-537.54,0,0,0,0
10915,0,0,5.325,-98.382,-537.558,0,0,0,0
10916,0,0,5.327,-96.954,-537.628,0,0,0,0
10917,0,0,5.279,-95.626,-537.685,0,0,0,0
10918,0,0,5.257,-94.263,-537.722,0,0,0,0
10919,0,0,5.244,-92.875,-537.81,0,0,0,0
10920,0,0,5.234,-91.46,-537.88,0,0,0,0
10921,0,0,5.251,-90.048,-537.915,0,0,0,0
10922,0,0,5.227,-88.582,-537.958,0,0,0,0
10923,0,0,5.258,-87.152,-538.069,0,0,0,0
10924,0,0,5.191,-85.714,-538.145,0,0,0,0
10925,0,0,5.167,-84.235,-538.174,0,0,0,0
10926,0,0,5.155,-83.16,-538.194,0,0,0,0
10927,0,0,5.144,-82.085,-538.215,0,0,0,0
10928,0,0,5.132,-81.01,-538.236,0,0,0,0
10929,0,0,5.121,-79.935,-538.257,0,0,0,0
10930,0,0,5.109,-78.86,-538.278,0,0,0,0
10931,0,0,5.098,-77.785,-538.299,0,0,0,0
10932,0,0,5.086,-76.71,-538.32,0,0,0,0
10933,0,0,5.075,-75.635,-538.341,0,0,0,0
10934,0,0,5.092,-74.632,-538.314,0,0,0,0
10935,0,0,5.045,-73.622,-538.34,0,0,0,0
10936,0,0,5.056,-72.555,-538.35,0,0,0,0
10937,0,0,5.045,-71.507,-538.336,0,0,0,0
10938,0,0,4.982,-70.467,-538.27,0,0,0,0
10939,0,0,5.004,-69.475,-538.209,0,0,0,0
10940,0,0,4.938,-67.989,-538.126,0,0,0,0
10941,0,0,4.946,-66.85,-538.055,0,0,0,0
10942,0,0,4.941,-65.78,-537.967,0,0,0,0
10943,0,0,4.918,-64.666,-537.913,0,0,0,0
10944,0,0,4.929,-63.602,-537.786,0,0,0,0
10945,0,0,4.913,-62.517,-537.652,0,0,0,0
10946,0,0,4.904,-61.531,-537.498,0,0,0,0
10947,0,0,4.891,-60.425,-537.263,0,0,0,0
10948,0,0,4.878,-59.32,-537.028,0,0,0,0
10949,0,0,4.865,-58.215,-536.794,0,0,0,0
10950,0,0,4.852,-57.11,-536.559,0,0,0,0
10951,0,0,4.84,-56.005,-536.325,0,0,0,0
10952,0,0,4.834,-54.999,-536.052,0,0,0,0
10953,0,0,4.83,-53.996,-535.709,0,0,0,0
10954,0,0,4.806,-53.007,-535.357,0,0,0,0
10955,0,0,4.788,-51.994,-535.047,0,0,0,0
10956,0,0,4.839,-50.981,-534.701,0,0,0,0
10957,0,0,4.86,-49.947,-534.342,0,0,0,0
10958,0,0,4.832,-48.962,-533.896,0,0,0,0
10959,0,0,4.823,-47.968,-533.463,0,0,0,0
10960,0,0,4.854,-46.961,-533.016,0,0,0,0
10961,0,0,4.839,-46.002,-532.556,0,0,0,0
10962,0,0,4.846,-45.088,-532.034,0,0,0,0
10963,0,0,4.841,-44.221,-531.507,0,0,0,0
10964,0,0,4.837,-43.291,-530.972,0,0,0,0
10965,0,0,4.855,-42.356,-530.444,0,0,0,0
10966,0,0,4.835,-41.456,-529.86,0,0,0,0
10967,0,0,4.82,-40.569,-529.25,0,0,0,0
10968,0,0,4.821,-39.702,-528.61,0,0,0,0
10969,0,0,4.78,-38.824,-527.971,0,0,0,0
10970,0,0,4.781,-37.999,-527.312,0,0,0,0
10971,0,0,4.762,-37.126,-526.628,0,0,0,0
10972,0,0,4.759,-36.241,-525.942,0,0,0,0
10973,0,0,4.746,-35.44,-525.239,0,0,0,0
10974,0,0,4.724,-34.632,-524.478,0,0,0,0
10975,0,0,4.717,-33.797,-523.732,0,0,0,0
